rank,full_name,url,description,stars,forks,language,created_at,updated_at,last_commit_date,open_issues,topics,license,readme_summary,has_readme,top_contributor,contributor_count,recent_commits,activity_score,id
420,android/architecture-samples,https://github.com/android/architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,45461,11830,Kotlin,2016-02-05,2025-12-03,2025-07-17,216,"android, android-architecture, samples",Apache License 2.0,These samples showcase different architectural approaches to developing Android apps. In its different branches you'll find the same app (a TODO app) implemented with small differences. In this branch you'll find: *   User Interface built with **[Jetpack Compose](https://developer.android.com/jetpack/compose)**...,True,JoseAlcerreca,3,5,95.0,51148780
421,expo/expo,https://github.com/expo/expo,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web.",45377,10162,TypeScript,2016-08-15,2025-12-06,2025-12-06,808,"android, app-framework, expo",MIT License,"<!-- Banner Image --> <p align=""center""> <a href=""https://expo.dev/"">...",True,brentvatne,3,5,85.0,65750241
422,yeongpin/cursor-free-vip,https://github.com/yeongpin/cursor-free-vip,[Support 0.49.x]（Reset Cursor AI MachineID & Bypass Higher Token Limit） Cursor Ai ，自动重置机器ID ， 免费升级使用Pro功能: You've reached your trial request limit. / Too many free trial accounts used on this machine.,45206,5400,Python,2025-01-11,2025-12-02,2025-12-02,725,"automation, cursor, cursor-ai",Other,"<div align=""center""> <p align=""center""> <img src=""./images/logo.png"" alt=""Cursor Pro Logo"" width=""200"" style=""border-radius: 6px;""/>...",True,yeongpin,3,5,85.0,915198910
423,ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,AdminLTE - Free admin dashboard template based on Bootstrap 5,45197,18267,CSS,2013-12-25,2025-12-02,2025-11-14,170,"admin, admin-dashboard, admin-dashboard-template",MIT License,[![npm version](https://img.shields.io/npm/v/admin-lte/latest.svg)](https://www.npmjs.com/package/admin-lte) [![Packagist](https://img.shields.io/packagist/v/almasaeed2010/adminlte.svg)](https://packagist.org/packages/almasaeed2010/adminlte) [![cdn version](https://data.jsdelivr.com/v1/package/npm/admin-lte/badge)](https://www.jsdelivr.com/package/npm/admin-lte)...,True,REJack,3,5,95.0,15428480
424,jestjs/jest,https://github.com/jestjs/jest,Delightful JavaScript Testing.,45196,6618,TypeScript,2013-12-10,2025-11-20,2025-11-20,249,"easy, expectation, facebook",MIT License,"<p align=""center""> <a href=""https://www.npmjs.com/package/jest""><img src=""https://img.shields.io/npm/v/jest"" alt=""npm version""></a> <a href=""https://github.com/jestjs/jest/blob/main/LICENSE""><img src=""https://img.shields.io/badge/license-MIT-blue.svg"" alt=""Jest is released under the MIT license.""></a>...",True,SimenB,3,5,85.0,15062869
425,freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,"Free, open source crypto trading bot",45108,9358,Python,2017-05-17,2025-12-05,2025-12-05,39,"algorithmic-trading, bitcoin, cryptocurrencies",GNU General Public License v3.0,[![Freqtrade CI](https://github.com/freqtrade/freqtrade/actions/workflows/ci.yml/badge.svg?branch=develop)](https://github.com/freqtrade/freqtrade/actions/workflows/ci.yml) [![DOI](https://joss.theoj.org/papers/10.21105/joss.04864/status.svg)](https://doi.org/10.21105/joss.04864) [![Coverage Status](https://coveralls.io/repos/github/freqtrade/freqtrade/badge.svg?branch=develop&service=github)](htt...,True,xmatthias,3,5,95.0,91629816
426,DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,A curated list of software and architecture related design patterns.,45073,3166,未知,2018-06-04,2024-10-25,2024-10-25,20,"architecture, awesome, awesome-list",无,"<br> <img alt=""PRs Welcome"" src=""https://img.shields.io/badge/PRs-welcome-brightgreen.svg"" /> <a href=""https://gitter.im/awesome-design-patterns/Lobby""><img src=""https://badges.gitter.im/awesome-design-patterns/Lobby.svg"" alt=""awesome""></a> <a href=""http://awesome.re""><img src=""https://cdn.rawgit.com/sindresorhus/awesome/d7305f38d29fed78fa85652e3a63e154dd8e8829/media/badge.svg"" alt=""awesome""></a> ...",True,DovAmir,3,5,55.0,136062240
427,ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,Port of OpenAI's Whisper model in C/C++,44927,4987,C++,2022-09-25,2025-11-20,2025-12-06,1077,"inference, openai, speech-recognition",MIT License,![whisper.cpp](https://user-images.githubusercontent.com/1991296/235238348-05d0f6a4-da44-4900-a1de-d0707e75b763.jpeg) [![Actions Status](https://github.com/ggml-org/whisper.cpp/workflows/CI/badge.svg)](https://github.com/ggml-org/whisper.cpp/actions) [![License: MIT](https://img.shields.io/badge/license-MIT-blue.svg)](https://opensource.org/licenses/MIT)...,True,ggerganov,3,5,75.0,541269386
428,google/zx,https://github.com/google/zx,A tool for writing better scripts,44904,1180,JavaScript,2021-05-05,2025-12-03,2025-12-03,18,"bash, child-process, cli",Apache License 2.0,"<h1><img src=""https://google.github.io/zx/img/logo.svg"" alt=""Zx logo"" height=""32"" width=""28"" valign=""middle""> zx</h1> ```js await $`cat package.json | grep name`...",True,antongolub,3,5,95.0,364474335
429,LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file.",44898,6631,JavaScript,2017-11-09,2025-11-19,2025-11-19,130,"backend, bash, cheatsheet",MIT License,[![AWESOME CHEATSHEETS LOGO](_design/cover_github@2x.png)](https://lecoupa.github.io/awesome-cheatsheets/) [![Awesome](https://awesome.re/badge.svg)](https://awesome.re) [![GitHub license](https://img.shields.io/badge/license-MIT-blue.svg)](https://github.com/LeCoupa/awesome-cheatsheets/blob/master/LICENSE) **WEBSITE DIRECTORY**: [Available here](https://lecoupa.github.io/awesome-cheatsheets/)....,True,LeCoupa,3,5,85.0,110058856
430,metabase/metabase,https://github.com/metabase/metabase,The easy-to-use open source Business Intelligence and Embedded Analytics tool that lets everyone work with data :bar_chart:,44850,6064,Clojure,2015-02-02,2025-12-06,2025-12-06,3898,"analytics, bi, business-intelligence",Other,"[Metabase](https://www.metabase.com) is the easy, open-source way for everyone in your company to ask questions and learn from data. ![Metabase Product Screenshot](https://www.metabase.com/images/metabase-product-screenshot-updated.png) [![Latest Release](https://img.shields.io/github/release/metabase/metabase.svg?label=latest%20release)](https://github.com/metabase/metabase/releases)...",True,camsaul,3,5,85.0,30203935
431,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,A browser based code editor,44849,3926,JavaScript,2016-06-07,2025-12-05,2025-12-05,769,"browser, editor, monaco-editor",MIT License,[![Versions](https://img.shields.io/npm/v/monaco-editor)](https://www.npmjs.com/package/monaco-editor) [![Versions](https://img.shields.io/npm/v/monaco-editor/next)](https://www.npmjs.com/package/monaco-editor) [![Feature Requests](https://img.shields.io/github/issues/microsoft/monaco-editor/feature-request.svg)](https://github.com/microsoft/monaco-editor/issues?q=is%3Aopen+is%3Aissue+label%3Afeat...,True,alexdima,3,5,85.0,60630844
432,acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,A pure Unix shell script ACME client for SSL / TLS certificate automation,44790,5429,Shell,2015-12-26,2025-12-05,2025-12-05,1343,"acme, acme-challenge, acme-protocol",GNU General Public License v3.0,[![zerossl.com](https://github.com/user-attachments/assets/7531085e-399b-4ac2-82a2-90d14a0b7f05)](https://zerossl.com/?fromacme.sh) [![FreeBSD](https://github.com/acmesh-official/acme.sh/actions/workflows/FreeBSD.yml/badge.svg)](https://github.com/acmesh-official/acme.sh/actions/workflows/FreeBSD.yml) [![OpenBSD](https://github.com/acmesh-official/acme.sh/actions/workflows/OpenBSD.yml/badge.svg)](...,True,Neilpang,3,5,85.0,48610662
433,anthropics/claude-code,https://github.com/anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows ",44778,3102,Shell,2025-02-22,2025-12-06,2025-12-06,5492,,无,"![](https://img.shields.io/badge/Node.js-18%2B-brightgreen?style=flat-square) [![npm]](https://www.npmjs.com/package/@anthropic-ai/claude-code) [npm]: https://img.shields.io/npm/v/@anthropic-ai/claude-code.svg?style=flat-square Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code,...",True,actions-user,3,5,80.0,937253475
434,meteor/meteor,https://github.com/meteor/meteor,"Meteor, the JavaScript App Platform",44755,5261,JavaScript,2012-01-19,2025-12-05,2025-12-03,338,"build-system, framework, hacktoberfest",Other,"<div align=""center""> <a href=""https://www.meteor.com"" target=""_blank""> <picture>...",True,glasser,3,5,95.0,3214406
435,prisma/prisma,https://github.com/prisma/prisma,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB",44680,1992,TypeScript,2019-06-20,2025-12-05,2025-12-05,2453,"cockroachdb, database, javascript",Apache License 2.0,"![Prisma](https://i.imgur.com/h6UIYTu.png) <div align=""center""> <h1>Prisma</h1>...",True,timsuchanek,3,5,85.0,192925833
436,GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,"Learn how to design, develop, deploy and iterate on production-grade ML applications.",44646,6962,Jupyter Notebook,2018-11-05,2024-08-18,2023-12-07,21,"data-engineering, data-quality, data-science",MIT License,"<div align=""center""> <h1><img width=""30"" src=""https://madewithml.com/static/images/rounded_logo.png"">&nbsp;<a href=""https://madewithml.com/"">Made With ML</a></h1> Design · Develop · Deploy · Iterate...",True,GokuMohandas,1,5,55.0,156157055
437,jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,🔥AI低代码平台，助力企业快速实现低代码开发和构建AI应用！ 成熟的AI应用平台：涵盖AI应用、AI模型、AI聊天助手、知识库、AI流程编排、MCP和插件，聊天式业务操作等，兼容多种大模型；提供强大代码生成器：实现前后端一键生成，无需手写代码! 引领AI开发模式：AI生成→在线配置→代码生成→手工合并，解决Java项目80%重复工作，提升效率节省成本，又不失灵活~,44590,15697,Java,2018-11-26,2025-12-05,2025-12-04,52,"activiti, agent, ai",Apache License 2.0,JeecgBoot AI低代码平台 =============== 当前最新版本： 3.9.0（发布日期：2025-12-01）...,True,zhangdaiscott,3,5,95.0,159152904
438,vercel/hyper,https://github.com/vercel/hyper,A terminal built on web technologies,44583,3554,TypeScript,2016-07-01,2024-08-14,2024-04-18,1019,"css, html, hyper",MIT License,"![](https://assets.vercel.com/image/upload/v1549723846/repositories/hyper/hyper-3-repo-banner.png) <p align=""center""> <a aria-label=""Vercel logo"" href=""https://vercel.com"">...",True,dependabot[bot],3,5,45.0,62367558
439,isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",44519,5534,CSS,2015-08-19,2025-12-03,2025-12-03,257,,Other,"[![C++ Core Guidelines](cpp_core_guidelines_logo_text.png)](http://isocpp.github.io/CppCoreGuidelines/CppCoreGuidelines) >""Within C++ is a smaller, simpler, safer language struggling to get out."" >-- <cite>Bjarne Stroustrup</cite>...",True,gdr-at-ms,3,5,95.0,41058054
440,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,ClickHouse® is a real-time analytics database management system,44475,7874,C++,2016-06-02,2025-12-06,2025-12-06,5509,"ai, analytics, big-data",Apache License 2.0,<div align=center> [![Website](https://img.shields.io/website?up_message=AVAILABLE&down_message=DOWN&url=https%3A%2F%2Fclickhouse.com&style=for-the-badge)](https://clickhouse.com) [![Apache 2.0 License](https://img.shields.io/badge/license-Apache%202.0-blueviolet?style=for-the-badge)](https://www.apache.org/licenses/LICENSE-2.0)...,True,alexey-milovidov,3,5,80.0,60246359
441,react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,📋 React Hooks for form state management and validation (Web + React Native),44252,2328,TypeScript,2019-03-05,2025-12-05,2025-12-05,130,"dx, form-builder, forms",MIT License,"<div align=""center""> <a href=""https://react-hook-form.com"" title=""React Hook Form - Simple React forms validation""> <img src=""https://raw.githubusercontent.com/react-hook-form/react-hook-form/master/docs/logo.png"" alt=""React Hook Form Logo - React hook custom hook for form validation"" />...",True,bluebill1049,3,5,95.0,174038031
442,astral-sh/ruff,https://github.com/astral-sh/ruff,"An extremely fast Python linter and code formatter, written in Rust.",44209,1637,Rust,2022-08-09,2025-12-06,2025-12-05,1828,"linter, pep8, python",MIT License,<!-- Begin section: Overview --> [![Ruff](https://img.shields.io/endpoint?url=https://raw.githubusercontent.com/astral-sh/ruff/main/assets/badge/v2.json)](https://github.com/astral-sh/ruff) [![image](https://img.shields.io/pypi/v/ruff.svg)](https://pypi.python.org/pypi/ruff)...,True,charliermarsh,3,5,85.0,523043277
443,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,The open-source CapCut alternative,44145,4279,TypeScript,2025-06-22,2025-10-24,2025-09-30,237,"editor, oss, videoeditor",MIT License,"<table width=""100%""> <tr> <td align=""left"" width=""120"">...",True,mazeincoding,3,5,75.0,1006414368
444,astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,A golang ebook intro how to build a web with golang,44092,10567,Go,2012-08-02,2024-05-12,2022-09-10,134,,"BSD 3-Clause ""New"" or ""Revised"" License",* [(HTML - PDF) on GitBook](https://astaxie.gitbooks.io/build-web-application-with-golang) * [Deutsch](de/preface.md) * [English](en/preface.md)...,True,astaxie,3,5,55.0,5271882
445,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",44090,8773,Jupyter Notebook,2021-03-03,2025-11-26,2025-11-20,7,"ai, artificial-intelligence, cnn",MIT License,[![GitHub license](https://img.shields.io/github/license/microsoft/AI-For-Beginners.svg)](https://github.com/microsoft/AI-For-Beginners/blob/main/LICENSE) [![GitHub contributors](https://img.shields.io/github/contributors/microsoft/AI-For-Beginners.svg)](https://GitHub.com/microsoft/AI-For-Beginners/graphs/contributors/) [![GitHub issues](https://img.shields.io/github/issues/microsoft/AI-For-Begin...,True,leestott,3,5,85.0,344190478
446,Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,44076,6052,JavaScript,2010-09-22,2025-12-02,2025-12-02,531,"javascript, leaflet, maps","BSD 2-Clause ""Simplified"" License","Leaflet was created 14 years ago by [Volodymyr Agafonkin](https://agafonkin.com), a Ukrainian citizen living in Kyiv. Russian bombs are now falling over Volodymyr's hometown. His family, his friends, his neighbours, thousands and thousands of absolutely wonderful people, are either seeking refuge or fighting for their lives. Russian soldiers have already killed tens of thousands of civilians, incl...",True,mourner,3,5,85.0,931135
